cbsa_code,metric,period,value
14500,hpi_trend_5y,2026-06,4.1441
14500,hpi_yoy_latest,2026-06,-2.2589
14540,hpi_forecast_4q,2026-06,4.3455
14540,hpi_forecast_4q_hi,2026-06,15.005
14540,hpi_forecast_4q_lo,2026-06,-5.0145
14540,hpi_forecast_8q,2026-06,9.555
14540,hpi_forecast_8q_hi,2026-06,33.0561
14540,hpi_forecast_8q_lo,2026-06,-8.4608
14540,hpi_surprise_4q,2026-06,-1.8457
14540,hpi_trend_5y,2026-06,7.735
14540,hpi_yoy_latest,2026-06,2.8287
14580,hpi_forecast_4q,2026-06,4.2963
14580,hpi_forecast_4q_hi,2026-06,15.0552
14580,hpi_forecast_4q_lo,2026-06,-5.1436
14580,hpi_forecast_8q,2026-06,8.8752
14580,hpi_forecast_8q_hi,2026-06,32.4362
14580,hpi_forecast_8q_lo,2026-06,-9.2854
14580,hpi_surprise_4q,2026-06,1.0586
14580,hpi_trend_5y,2026-06,7.3128
14580,hpi_yoy_latest,2026-06,4.1267
14740,hpi_forecast_4q,2026-06,3.5558
14740,hpi_forecast_4q_hi,2026-06,14.0986
14740,hpi_forecast_4q_lo,2026-06,-5.7981
14740,hpi_forecast_8q,2026-06,8.0289
14740,hpi_forecast_8q_hi,2026-06,31.0585
14740,hpi_forecast_8q_lo,2026-06,-9.8044
14740,hpi_surprise_4q,2026-06,-4.3797
14740,hpi_trend_5y,2026-06,4.6886
14740,hpi_yoy_latest,2026-06,0.1262
14860,hpi_forecast_4q,2026-06,6.6144
14860,hpi_forecast_4q_hi,2026-06,17.8306
14860,hpi_forecast_4q_lo,2026-06,-2.8899
14860,hpi_forecast_8q,2026-06,13.2771
14860,hpi_forecast_8q_hi,2026-06,37.809
14860,hpi_forecast_8q_lo,2026-06,-5.261
14860,hpi_surprise_4q,2026-06,-1.2088
14860,hpi_trend_5y,2026-06,8.9173
14860,hpi_yoy_latest,2026-06,5.1482
15180,hpi_forecast_4q,2026-06,4.7099
15180,hpi_forecast_4q_hi,2026-06,15.4574
15180,hpi_forecast_4q_lo,2026-06,-4.6454
15180,hpi_forecast_8q,2026-06,10.1389
15180,hpi_forecast_8q_hi,2026-06,33.7119
15180,hpi_forecast_8q_lo,2026-06,-7.7929
15180,hpi_surprise_4q,2026-06,2.2873
15180,hpi_trend_5y,2026-06,8.1126
15180,hpi_yoy_latest,2026-06,4.3653
15260,hpi_forecast_4q,2026-06,0.7586
15260,hpi_forecast_4q_hi,2026-06,10.5297
15260,hpi_forecast_4q_lo,2026-06,-8.3418
15260,hpi_forecast_8q,2026-06,3.1109
15260,hpi_forecast_8q_hi,2026-06,23.8904
15260,hpi_forecast_8q_lo,2026-06,-13.6125
15260,hpi_surprise_4q,2026-06,-11.3372
15260,hpi_trend_5y,2026-06,8.2131
15260,hpi_yoy_latest,2026-06,-4.9023
15380,hpi_forecast_4q,2026-06,5.5195
15380,hpi_forecast_4q_hi,2026-06,16.3673
15380,hpi_forecast_4q_lo,2026-06,-3.8478
15380,hpi_forecast_8q,2026-06,11.8673
15380,hpi_forecast_8q_hi,2026-06,35.5251
15380,hpi_forecast_8q_lo,2026-06,-6.1182
15380,hpi_surprise_4q,2026-06,-1.426
15380,hpi_trend_5y,2026-06,8.5585
15380,hpi_yoy_latest,2026-06,4.3613
15500,hpi_forecast_4q,2026-06,4.4291
15500,hpi_forecast_4q_hi,2026-06,15.2599
15500,hpi_forecast_4q_lo,2026-06,-5.066
15500,hpi_forecast_8q,2026-06,9.4216
15500,hpi_forecast_8q_hi,2026-06,33.4843
15500,hpi_forecast_8q_lo,2026-06,-9.0687
15500,hpi_surprise_4q,2026-06,1.4471
15500,hpi_trend_5y,2026-06,9.5611
15500,hpi_yoy_latest,2026-06,5.4011
15540,hpi_forecast_4q,2026-06,2.9024
15540,hpi_forecast_4q_hi,2026-06,13.186
15540,hpi_forecast_4q_lo,2026-06,-6.3515
15540,hpi_forecast_8q,2026-06,6.8679
15540,hpi_forecast_8q_hi,2026-06,29.0321
15540,hpi_forecast_8q_lo,2026-06,-10.5045
15540,hpi_surprise_4q,2026-06,-3.5259
15540,hpi_trend_5y,2026-06,8.2855
15540,hpi_yoy_latest,2026-06,0.8423
15764,hpi_forecast_4q,2026-06,4.5436
15764,hpi_forecast_4q_hi,2026-06,15.1466
15764,hpi_forecast_4q_lo,2026-06,-4.7434
15764,hpi_forecast_8q,2026-06,9.9747
15764,hpi_forecast_8q_hi,2026-06,32.8624
15764,hpi_forecast_8q_lo,2026-06,-7.6535
15764,hpi_surprise_4q,2026-06,-2.0771
15764,hpi_trend_5y,2026-06,6.9084
15764,hpi_yoy_latest,2026-06,2.8464
15804,hpi_forecast_4q,2026-06,5.4619
15804,hpi_forecast_4q_hi,2026-06,16.3449
15804,hpi_forecast_4q_lo,2026-06,-3.9137
15804,hpi_forecast_8q,2026-06,11.7744
15804,hpi_forecast_8q_hi,2026-06,35.6118
15804,hpi_forecast_8q_lo,2026-06,-6.2863
15804,hpi_surprise_4q,2026-06,-1.4662
15804,hpi_trend_5y,2026-06,10.31
15804,hpi_yoy_latest,2026-06,4.6534
15940,hpi_forecast_4q,2026-06,6.122
15940,hpi_forecast_4q_hi,2026-06,17.2265
15940,hpi_forecast_4q_lo,2026-06,-3.3397
15940,hpi_forecast_8q,2026-06,12.9785
15940,hpi_forecast_8q_hi,2026-06,37.5112
15940,hpi_forecast_8q_lo,2026-06,-5.4202
15940,hpi_surprise_4q,2026-06,1.3159
15940,hpi_trend_5y,2026-06,8.3101
15940,hpi_yoy_latest,2026-06,6.8387
15980,hpi_forecast_4q,2026-06,0.4102
15980,hpi_forecast_4q_hi,2026-06,10.2426
15980,hpi_forecast_4q_lo,2026-06,-8.7634
15980,hpi_forecast_8q,2026-06,2.033
15980,hpi_forecast_8q_hi,2026-06,23.1942
15980,hpi_forecast_8q_lo,2026-06,-14.9908
15980,hpi_surprise_4q,2026-06,0.2997
15980,hpi_trend_5y,2026-06,5.0325
15980,hpi_yoy_latest,2026-06,-0.8971
16020,hpi_forecast_4q,2026-06,5.242
16020,hpi_forecast_4q_hi,2026-06,15.957
16020,hpi_forecast_4q_lo,2026-06,-4.0568
